,,,,,,,,,,,,,,,,SATELLITE RIGHTS,,,,,,,,,,,,,,,,,,,,,,,,INTERNET RIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Satellite TV,,,,,,Satellite TV History,,,,,,DTH VOD,,,,,,Terrestrial TV,,,,,,SVOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVOD,,,,,,AVOD,,,,,,,,,,,
Production No,Title,Cast,Directors,Language,Production House,Theatrical Release Date,YT Trailer Link,Censor,Nature of Right,Joint Exploitation Rights,Revenue Share,Joint Buy Back date,Holdbacks,Remarks,Actionables,Platform/License,Category,Start Date,End Date,Territory,Nature Of Rights,Platform/License,Category, Start Date, End Date,Territory, Nature Of Rights,Platform/License,Category, Start Date, End Date,Territory,Nature of Rights,Platform/License,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Viacom 18,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Prime Videos,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hotstar,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hoichoi,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hungama,Category,Start Date,End Date,Territory,Nature of Rights,Platform/License,Category,Start Date,End Date, Territory,Nature Of Rights,Platform/License,Category,Start Date,End Date, Territory,Nature Of Rights,Platform - Youtube,Category,Start Date,End Date,Territory,Nature Of Rights
59,Meghe Dhaka Tara,"Saswata Chatterjee, Ananya Chatterjee, Abir Chatterjee",Kamleshwar Mukharjee,Bengali,SVF,14-Jun-13,https://www.youtube.com/watch?v=ZT5UEzQeDGg,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
73,Proloy,"Parambrata Chatterjee, Mimi Chakraborty, Paran Bondyopadhyay, Saswata Chatterjee, Rudranil Ghosh",Raj Chakraborty,Bengali,SVF,9-Aug-13,https://www.youtube.com/watch?v=PtWnNS23QNg&t=11s,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
67,Satyanweshi,"Sujay Ghosh, Anindya Chatterjee, Arpita Chatterjee, Sibaji Bandyopadhyay, Indraneil Sengupta, Sanjay Nag",Rituparno Ghosh,Bengali,SVF,6-Sep-13,https://www.youtube.com/watch?v=mjA7iS8He3k&t=13s,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
56,Mishwar Rohoshyo,"Prosenjit Chatterjee, Swastika Mukherjee, Aryann Bhowmick, Tridha Choudhury, Rajit Kapur, Indraneil Sengupta, Rajesh Sharma",Srijit Mukherji,Bengali,SVF,11-Oct-13,https://youtu.be/HFfUfbJVz8U?si=m0Yf4XetzDEYwubw,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,31-Jan-19,31-Mar-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
66,Majnu,"Hiran Chatterjee, Srabanti Chatterjee, Biswajit Chakraborty, Supriyo Dutta",Rajib Biswas,Bengali,SVF,22-Nov-13,https://www.youtube.com/watch?v=yhQt3e3SsGc,U,Exclusive,,,,on FVOD,,,STAR,Star BB,1-Oct-20,30-Sep-25,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Oct-20,30-Sep-25,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
65,Chander Pahar,"Dev, Gerard Rudolf, Labani Sarkar, Tota Roy Chowdhury",Kamleshwar Mukharjee,Bengali,SVF,20-Dec-13,https://www.youtube.com/watch?v=w54LYEZE5A0,U,Exclusive,,,,on FVOD,,,STAR,Star BB,1-Oct-20,30-Sep-25,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Oct-20,30-Sep-25,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
70,Bengali Babu English Mem,"Soham Chakraborty, Mimi Chakraborty",Ravi Kinagi,Bengali,SVF,31-Jan-14,https://www.youtube.com/watch?v=qhoVxd8yfCE,U,Exclusive,,,,"on FVOD, AVOD",,,STAR,Star BB,1-Oct-20,30-Sep-25,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Oct-20,30-Sep-25,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
62,Obhishopto Nighty,"Paoli Dam, Indraneil Sengupta, Parambrata Chatterjee, Tanushree Chakraborty, Rahul Banerjee, Locket Chatterjee, Laboni Sarkar",Birsa Dasgupta,Bengali,SVF,14-Feb-14,https://www.youtube.com/watch?v=AqxpwT6rH7k,A,Exclusive,,,,on AVOD,Unexploitable,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
63,Chirodini Tumi Je Amar 2,"Arjun Chakraborty, Urmila Mahanta, Ena Saha, Riddhi Sen, Bihu Kharaj Mukherjee",Soumik Chatterjee,Bengali,SVF,11-Apr-14,https://www.youtube.com/watch?v=q5BZHYuqr7Y,U/A,Exclusive,,,,"on FVOD, AVOD",Unexploitable,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,4-Jul-19,31-Mar-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
69,Apur Panchali,"Parambrata Chatterjee, Parno Mitra, Ardhendu Banerjee, Gaurav",Kaushik Ganguly,Bengali,SVF,25-Apr-14,https://www.youtube.com/watch?v=kxKylESYoa0,U,Exclusive,,,,"on FVOD, AVOD",Unexploitable,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,"iTunes
Google Play",N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
68,Golpo Holeo Shotti,"Soham Chakraborty, Mimi",Birsa Das Gupta,Bengali,SVF,4-Jul-14,https://www.youtube.com/watch?v=rDqtC7ONFmM,V/UA,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
74,Bindaas,"Dev, Srabanti Chatterjee, Sayantika Banerjee, Supriyo Dutta, Sudip Mukherjee",Rajib Biswas,Bengali,SVF,12-Jul-14,https://www.youtube.com/watch?v=lX7ypndOG4U,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,19-Oct-24,18-Oct-30,World,Exclusive,Star,Star BB,25-Jul-19,24-Jul-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,19-Oct-24,18-Oct-30,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,19-Oct-19,18-Oct-24,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
75,Nirbasito,"Churni Ganguly, Saswata Chatterjee, Raima Sen, Lars Bethke, Lia Boysen",Churni Ganguly,Bengali,SVF,14-Aug-14,https://www.youtube.com/watch?v=Iang3nizjTE&t=5s,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Viacom,N/A,1-Apr-24,31-Mar-29,World,N/A,No,N/A,N/A,N/A,N/A,N/A
71,Borbad,"Anupriyo Sengupta, Rittika Sen",Raj Chakraborty,Bengali,SVF ,15-Aug-14,https://www.youtube.com/watch?v=zsXqXcvZgOE,U/A,Exclusive,,,,"on FVOD, AVOD",,,STAR,Star BB,1-Oct-20,30-Sep-25,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Oct-20,30-Sep-25,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
77,Joddha (2014),"Dev, Mimi Chakraborty",Raj Chakraborty,Bengali,SVF ,1-Oct-14,https://www.youtube.com/watch?v=cTyYYIsR0x0,U/A,Exclusive,,,,"on FVOD, AVOD",,,STAR,Star BB,1-Oct-20,30-Sep-25,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Oct-20,30-Sep-25,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
79,Khaad,"Pallavi Chatterjee, Ardhendu Banerjee, Lily Chakraborty",Kaushik Ganguly,Bengali,SVF,7-Nov-14,https://www.youtube.com/watch?v=W-LjNMjmKG4&t=14s,V/UA,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
81,Chotoder Chobi,"Dulal Sarkar, Debalina Roy",Kaushik Ganguly,Bengali,SVF,23-Jan-15,https://www.youtube.com/watch?v=u8xRKKtL2Oo&t=11s,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
80,Amanush 2,"Soham Chakraborty, Subhashree Ganguly",Rajib Biswas,Bengali,SVF,15-Apr-15,https://www.youtube.com/watch?v=3oUcGS3OIQQ,V/UA,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
83,Nirbaak,"Sushmita Sen, Jisshu Sengupta, Ritwick",Srijit Mukherji,Bengali,SVF,1-May-15,https://www.youtube.com/watch?v=12RR24GqPyk&t=10s,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,"iTunes
Google Play",N/A,N/A,N/A,N/A,N/A,Viacom,N/A,1-Apr-24,31-Mar-29,World,N/A,No,N/A,N/A,N/A,N/A,N/A
89,Jamai 420,"Soham Chakraborty, Mimi Chakraborty, Hiran Chatterjee, Nusrat Jahan, Ankush Hazra, Payel Sarkar",Ravi Kinagi,Bengali,SVF,22-May-15,N/A,V/UA,Exclusive,,,,,,,STAR,Star BB,18-Sep-20,17-Sep-25,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,18-Sep-20,17-Sep-25,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
82,Roga Howar Sahoj Upay,"Parambrata Chatterjee, Raima Sen, Riya Sen",Debaloy Bhattacharya,Bengali,SVF,26-Jul-15,https://www.youtube.com/watch?v=CyCeMCp6SuI,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
92,Parbo Na Ami Charte Toke,"Dev, Srabanti Chatterjee, Soham Chakraborty",Raj Chakraborty,Bengali,SVF,11-Sep-15,https://www.youtube.com/watch?v=2fKIvXAh7vg,U,Exclusive,,,,"on FVOD, AVOD",,,STAR,Star BB,13-Dec-20,12-Dec-25,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,13-Dec-20,12-Dec-25,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
84,Sudhu Tomari Jonnyo,"Dev, Srabanti Chatterjee, Mimi Chakraborty, Soham Chakraborty",Birsa Dasgupta,Bengali,SVF,16-Oct-15,https://www.youtube.com/watch?v=m23Jv9veV_o,U,Exclusive,,,,on AVOD,,,STAR,Star BB,24-Jan-21,23-Jan-26,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,24-Jan-21,23-Jan-26,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
85,Rajkahini,"Rituparna Sengupta, Parno Mittra, Jaya Ahsan, Priyanka Sarkar, Sohini Sarkar, Sudipta Chakraborty",Srijit Mukherji,Bengali,SVF,16-Oct-15,https://www.youtube.com/watch?v=ru4G6EwhK9k&t=14s,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
93,Har Har Byomkesh,"Abir Chatterjee, Sohini Sarkar, Ritwick, Nusrat Jahan",Arindam Sil,Bengali,SVF,18-Dec-15,https://www.youtube.com/watch?v=KbiLamkhn7w&ab_channel=SVF,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,"iTunes
Google Play",N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
86,Arshinagar,"Dev, Rittika Sen, Jisshu Sengupta, Waheeda Rahman, Koushik Sen",Aparna Sen,Bengali,SVF,25-Dec-15,https://www.youtube.com/watch?v=tboW4eQLPww,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
94,Ki Kore Toke Bolbo,"Ankush Hazra, Mimi Chakraborty",Ravi Kinagi,Bengali,SVF,12-Feb-16,https://www.youtube.com/watch?v=gb2siogeY5E,U/A,Exclusive,,,,"on FVOD, AVOD",,,STAR,Star BB,22-May-21,21-May-26,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,22-May-21,21-May-26,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
96,Power,"Jeet, Nusrat Jahan, Sayantika Banerjee",Rajib Biswas,Bengali,SVF,14-Apr-16,https://youtu.be/6zgDn9kVg3M?si=oeMsK3Kt6kkALIzW,U/A,Exclusive,,,,"on FVOD, AVOD",,,STAR,Star BB,24-Jul-21,23-Jul-26,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,24-Jul-21,23-Jul-26,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
87,Cinemawala,"Parambrata Chatterjee, Sohini Sarkar, Paran Bandopadhyay",Kaushik Ganguly,Bengali,SVF,13-May-16,https://youtu.be/K9_lUiinpFo?si=S6xnln-W0U6h164o,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
