,,,,,,,,,,,,,,,,SATELLITE RIGHTS,,,,,,,,,,,,,,,,,,,,,,,,INTERNET RIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Satellite TV,,,,,,Satellite TV History,,,,,,DTH VOD,,,,,,Terrestrial TV,,,,,,SVOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVOD,,,,,,AVOD,,,,,,,,,,,
Production No,Title,Cast,Directors,Language,Production House,Theatrical Release Date,YT Trailer Link,Censor,Nature of Right,Joint Exploitation Rights,Revenue Share,Joint Buy Back date,Holdbacks,Remarks,Actionables,Platform/License,Category,Start Date,End Date,Territory,Nature Of Rights,Platform/License,Category, Start Date, End Date,Territory, Nature Of Rights,Platform/License,Category, Start Date, End Date,Territory,Nature of Rights,Platform/License,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Viacom 18,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Prime Videos,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hotstar,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hoichoi,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hungama,Category,Start Date,End Date,Territory,Nature of Rights,Platform/License,Category,Start Date,End Date, Territory,Nature Of Rights,Platform/License,Category,Start Date,End Date, Territory,Nature Of Rights,Platform - Youtube,Category,Start Date,End Date,Territory,Nature Of Rights
29,Love,"Jisshu Sengupta, Koel Mallick",Ringo Banerjee,Bengali,SVF- Prop,11-Jul-08,https://www.youtube.com/watch?v=kDHfQvel8TQ,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
27,"Pyar Jab Kehu Se Hui Jala
(Sathi Remake)","Jeet, Divya Desai",Omar Khan,Bhojpuri,SVF- Prop,15-Aug-08,https://www.youtube.com/watch?v=Wuz4JR3l03Y&ab_channel=SVF,U,Exclusive,,,,on AVOD,,,Open,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
30,Chirodini Tumi Je Amar,"Rahul Banerjee, Priyanka Sarkar, Rudranil Ghosh",Raj Chakraborty,Bengali,SVF- Prop,15-Aug-08,https://www.youtube.com/watch?v=yyfEIkl1Qww,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,7-Apr-18,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
32,Jackpot,"Koel Mallick, Hiran Chatterjee, Rahul Banerjee, Sohini Paul",Kaushik Ganguly,Bengali,SVF- Prop,6-Mar-09,N/A,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,7-Apr-18,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
31,Challenge,"Dev, Subhashree Ganguly, Laboni Sarkar, Biswajit Chakraborty",Raj Chakraborty,Bengali,SVF,20-Mar-09,https://www.youtube.com/watch?v=AJMopAehI88&t=1s,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,7-Apr-18,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
33,Poran Jaye Jolia Re,"Dev, Subhashree Ganguly",Ravi Kinagi,Bengali,SVF,24-Jul-09,N/A,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,7-Apr-18,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
35,Prem Amaar,"Soham Chakraborty, Payel Sarkar",Raj Chakraborty,Bengali,SVF,9-Oct-09,https://www.youtube.com/watch?v=5IZ3so26vVc ,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,7-Apr-18,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
37,Amanush,"Srabanti Chatterjee, Soham Chakraborty",Rajiv Kumar,Bengali,SVF,30-Apr-10,N/A,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
41,Josh,"Jeet, Srabanti Chatterjee",Ravi Kinagi,Bengali,SVF,30-Jul-10,N/A,V/UA,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
38,Dui Prithibi,"Dev, Jeet, Koel Mallick, Barkha Bisht Sengupta",Raj Chakraborty,Bengali,SVF,14-Oct-10,N/A,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Viacom,N/A,25-Oct-24,31-Mar-29,World,N/A,No,N/A,N/A,N/A,N/A,N/A
39,Autograph,"Prosenjit Chatterjee, Nandana Sen, Indraneil Sengupta",Srijit Mukherji,Bengali,SVF,14-Oct-10,https://www.youtube.com/watch?v=nWubjFn4ci4&t=2s,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,iTunes,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
42,Sedin Dekha Hoyechillo,"Dev, Srabanti Chatterjee, Tapas Paul",Sujit Mondal,Bengali,SVF,24-Dec-10,N/A,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
45,Cholo Paltai,"Prosenjit Chatterjee, Mouli Ganguly, Rajatava Dutta, Aryann Bhowmick",Haranath Chakraborty,Bengali,SVF,4-Mar-11,https://www.youtube.com/watch?v=MzRrQG6jZAI&t=2s,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
40,Memories In March,"Deepti Naval, Rituparno Ghosh, Raima Sen",Sanjoy Nag,Bengali,SVF,1-Apr-11,https://www.youtube.com/watch?v=kMii_99_HbE,U/A,Exclusive,,,,"on FVOD, AVOD","STAR holdback (Terrestrial TV, From 28.02.2019 to 27.02.2029)",,STAR,Hindi Addendum,28-Feb-19,27-Feb-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Star,Hindi Addendum,28-Feb-19,27-Feb-29,World,Exclusive,N/A,N/A,28-Feb-19,27-Feb-29,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,28-Feb-19,27-Feb-29,World,Non-Exclusive,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28-Feb-19,27-Feb-29,World,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
36,Iti Mrinalini,"Konkona Sen Sharma, Aparna Sen, Rajat Kapoor",Aparna Sen,Bengali,SVF,29-Jul-11,https://youtu.be/qd3gyUI4gsA?si=mhZXbHpGF8J_mMZg,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
43,Ami Subhash Bolchi,"Mithun Chakraborty, Saheb Bhattacharya, Barkha Bisht Sengupta",Mahesh Manjrekar,Bengali,SVF,12-Aug-11,https://www.youtube.com/watch?v=xG6GMyq8gPM,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
44,Phande Poriya Boga Kande Re,"Soham Chakraborty, Srabanti Chatterjee",Soumik Chattopadhyay,Bengali,SVF,30-Sep-11,https://www.youtube.com/watch?v=cp190hM-fO4,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
48,Baishey Srabon,"Goutam Ghose, Prosenjit Chatterjee, Parambrata Chatterjee, Raima Sen",Srijit Mukherji,Bengali,SVF,30-Sep-11,https://youtu.be/o-Az9dxnQF8?si=Uvgw5qTbMIQd8uhz,V/UA,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
47,Romeo,"Dev, Subhashree Ganguly, Laboni Sarkar, Sabyasachi Chakraborty",Sujit Mondal,Bengali,SVF,4-Nov-11,https://www.youtube.com/watch?v=Ip_T7qsjw3c&ab_channel=SVF,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
49,Royal Bengal Rahasya,"Sabyasachi Chakraborty, Saheb Bhattacharya, Bibhu Bhattacharya",Sandip Ray,Bengali,SVF,23-Dec-11,https://youtu.be/IiEw56_-pio?si=z_3ZowVRyCWctS45,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
51,100% Love,"Jeet, Koel Mallick",Ravi Kinagi,Bengali,"SVF , Grassroot Entertainment",20-Jan-12,N/A,U,Sold to Grassroot,,,,"on FVOD, AVOD","100 % rights assigned to Grassroot w.e.f. 16 May, 2023",,N/A,N/A,N/A,N/A,N/A,N/A,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,14-Dec-17,31-Mar-23,World,Non-Exclusive,N/A,N/A,N/A,N/A,N/A,Non-Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52,Le Halua Le,"Mithun Chakraborty, Soham Chakraborty, Payel Sarkar, Hiraan Chatterjee",Raja Chanda,Bengali,SVF,13-Apr-12,https://youtu.be/AQnyvWcaYUg?si=5ov3UoxpGcI3Pt8s,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"LIBRARY
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
53,Hemlock Society,"Parambrata Chatterjee, Koel Mallick, Rupa Ganguly",Srijit Mukherji,Bengali,SVF,22-Jun-12,https://youtu.be/G_EXx5detmY?si=ALC6Yljz7JXOYLQc,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
54,Awara,"Jeet, Sayantika Banerjee",Ravi Kinagi,Bengali,SVF,13-Jul-12,https://youtu.be/_kdyUEGPJUw?si=-dM_nU7VIebQYJeE,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Viacom,N/A,25-Oct-24,31-Mar-29,World,N/A,No,N/A,N/A,N/A,N/A,N/A
46,Chitrangada - The Crowning Wish,"Rituparno Ghosh, Jisshu Sengupta, Raima Sen",Rituparno Ghosh,Bengali,SVF,31-Aug-12,https://youtu.be/7prDTZhwA8U?si=FuQAmM0OtE1YHRKX,V/UA,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,N/A,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
N/A,Bapi Bari Ja,"Arjun Chakraborty, Mimi Chakraborty","Sudeshna Roy, Abhijit Guha",Bengali,"SVF ,  Ideas Creations",14-Sep-12,https://www.youtube.com/watch?v=ykVnwzQb3pg ,V/UA,Jointly Owned,,,,"on FVOD, AVOD","SVF is the sole and exclusivce owner of the film effective from Sep 14, 2022. ",,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,18-Jan-18,31-Mar-23,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
57,Challenge 2,"Dev, Pooja Bose, Tapas Paul, Ashish Vidyarthi, Kharaj Mukherjee",Raja Chanda,Bengali,SVF,19-Oct-12,https://youtu.be/CbNYpHNBbzo?si=dGeVfSgz4mqDmBIt,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
61,Bojhena Shey Bojhena,"Soham Chakraborty, Mimi Chakraborty, Payel Sarkar, Abir Chatterjee",Raj Chakraborty,Bengali,SVF,28-Dec-12,https://www.youtube.com/watch?v=JY43PceHMq4,U,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,20-Apr-18,31-Mar-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
58,Goynar Baksho,"Moushumi Chatterjee, Konkona Sen Sharma, Paran Bondhopadhyay, Saswata Chatterjee, Srabanti Chatterjee",Aparna Sen,Bengali,SVF,12-Apr-13,https://youtu.be/_2kZp5TZlsM?si=rms1_1lG38PuqipT,U/A,Exclusive,,,,"on FVOD, AVOD",,,VIACOM,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,Star,Star Library,28-Jul-18,31-Mar-23,World,Exclusive,Star,"BB
(DTH Addendum)",18-Jan-22,17-Jan-24,World,Exclusive,Open,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-23,31-Mar-29,World,Shared-Exclusive,No,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,Yes,N/A,1-Apr-20,TBD,World,Non-Exclusive,No,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,Open,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
