Movie Name,Assignor/ Licensor,Licensee,Date of Agreement,Primary Rights,,,,Secondary Rights,,Holdbacks,Clip Rights,Duration,Derivative Rights,,Ancillary Rights,,Nature of Rights,,,,Details of Film,,,,,,Agreement Start Date,Agreement End Date,"Satellite Rights
Start Date","Satellite Rights
End Date","Internet Rights
Start Date","Internet Rights
End Date","Negative Rights
Start Date","Negative Rights
End Date","Other Rights
Start Date","Other Rights
End Date","Syndication-
Internet Rights",Remarks,Actionables,Satellite TV,,,,,,Satellite TV History,,,,,,DTH VOD,,,,,,Terrestrial TV,,,,,,SVOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVOD,,,,,,AVOD,,,,,,,,,,,,Airborne Rights,,,,,,Surface Rights,,,,,,Ship Rights,,,,,
,,,,Satellite Rights,Internet Rights,Negative Rights,Other Rights,"Satellite Rights
Classification","Internet
Classification",,,,Prequel/ Sequel Rights,Character Rights,Sub-Titling Rights,Dubbing Rights,Nature of Satellite Rights,Nature of Internet Rights,Nature of Negative Rights,Nature of Other Rights,Territory,Cast Details,Director,Release Year,Certification,Color/B/W,,,,,,,,,,,,,,Platform/License,Category,Start Date,End Date,Territory,Nature Of Rights,Platform/License,Category, Start Date, End Date,Territory, Nature Of Rights,Platform/License,Category, Start Date, End Date,Territory,Nature of Rights,Platform/License,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Viacom 18,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Prime Videos,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hotstar,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hoichoi,Category,Start Date,End Date,Territory,Nature of Rights,Platform - Hungama,Category,Start Date,End Date,Territory,Nature of Rights,Platform/License,Category,Start Date,End Date, Territory,Nature Of Rights,Platform/License,Category,Start Date,End Date, Territory,Nature Of Rights,Platform - Youtube,Category,Start Date,End Date,Territory,Nature Of Rights,Type - Air Rights,Category,Start Date,End Date,Territory,Nature Of Rights ,Type - Surface Rights,Category,Start Date,End Date,Territory,Nature Of Rights ,Type - Ship Rights,Category,Start Date,End Date,Territory,Nature Of Rights 
Madly Bangali,Bajoria Entertainment,SVF,11-Jan-19,,Yes,,,"Cable TV, Pay TV Rights, DTH",,,,,No,No,Yes (All),No,,Exclusive,,,World,"Anjan Dutt, Amyt Dutt",Anjan Dutta,29-May-09,A,Color,02-Maar-19,1-Mar-29,,,02-Maar-19,1-Mar-29,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mahajan,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,"Ranjit Mallick, Utpal Dutt",Anjan Choudhury,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Krishna,Kolkata Entertainment,SVF,18-Nov-09,,,Yes,,,"SVOD, AVOD, FVOD, TVOD, NVOD, IPTV","on Audio Rights, Theatrical Exploitation",,,Yes,Yes,Yes (All),Yes (All),,,Exclusive,,World,"Indrani Dutta, Raaj",S. Deepak,4-Dec-09,V/UA,Color,18-Nov-09,Perpetual,,,,,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,23-Apr-18,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Shared-Exclusive,,,,,,,Yes,,23-Apr-18,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,,,,,,,Open,,,,,,Open,,,,,,Open,,,,,
Mahapurush O Kapurush,Phantom Films Pvt. Ltd.,SVF,3-Jul-17,,Yes,,,,"SVOD, TVOD",,,,,,,,,Non-Exclusive,,,,,,,,,17-Oct-17,16-Oct-20,,,17-Oct-17,16-Oct-20,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mahaproloy,Echo Entertainment,SVF,1-Apr-12,Yes,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Lalit, Poonam Mitra",Sanjay Naik,,,,1-Apr-12,31-Mar-27,1-Apr-12,31-Mar-27,1-Sep-16,31-Mar-27,,,,,Restricted to Satellite owned OTT,Main Agreement Not Found,,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mama Square,Vinayak Entertainment,SVF,13-May-10,Yes,Yes,,,,"SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Sabyasachi Chakraborty, Tapas Paul",Sanat Dutta,,,,13-May-10,7-Feb-31,13-May-10,7-Feb-31,1-Sep-16,7-Feb-31,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mahanagar @ Kolkata,AVA Film Productions Pvt. Ltd.,SVF,6-Aug-10,,,Yes,,,"SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",on Audio Rights,,,Yes,Yes,Yes (All),Yes (All),,,Exclusive,,World,"Anjan Dutt, Rituparna Sengupta",Suman Mukherjee,4-Jun-10,V/UA,Color,6-Aug-10,Perpetual,,,,,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,17-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Non-Exclusive,,,,,,,Yes,,17-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,Viacom,,,,,,,,,,,,Open,,,,,,Open,,,,,,Open,,,,,
Manasha Kanya,Angel Digital (P) Limited,SVF,1-Jan-21,Yes,Yes,,,"Cable TV, Pay Rights, DTH","SVOD, AVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Tapas Paul, Sabitri Chatterjee, Dilip Roy, Shakuntala Barua, Ashim Kumar, Sumanta Mukherjee",Sujit Guha,,,,15-Aug-21,14-Aug-31,15-Aug-21,14-Aug-31,15-Aug-21,14-Aug-31,,,,,Restricted to Satellite owned OTT,,,STAR,,9-Nov-21,8-Nov-26,World,Exclusive,,,,,,,STAR,,25-Mar-22,24-Mar-23,World,Exclusive,,,,,,,,,,,,,,,,,,,Yes,,9-Nov-21,8-Nov-26,World,Non-Exclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Manojder Odbhut Bari,Windows,SVF,18-Oct-19,,Yes,,,,"SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,"Shared Exclusive with STAR for first 9 months, therefater Non-Exclusive",,,World,"Soumitra Chatterjee, Abir Chatterjee",Anindya Chatterjee,12-Oct-18,U,Color,19-Apr-20,18-Apr-25,,,19-Apr-20,18-Apr-25,,,,,Hoichoi only,"Nature of Rights: Shared Exclusive with STAR for first 9 months, therefater Non-Exclusive",Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Manush Amanush,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,"Chiranjeet Chakraborty, Rituparna Sengupta",Chiranjeet,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Manush Keno Beiman,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,"Victor Banerjee, Subhendu Chatterjee",Swapan Saha,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Manush Manusher Janya,Channel B,SVF,13-May-10,Yes,Yes,,,"Pay TV, DTH","SVOD, AVOD, FVOD, TVOD, NVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Santu Mukherjee, Sumitra Mukherjee, Abhishek, Kaberi",Niranjan Dey,,,,13-May-10,7-Feb-31,13-May-10,7-Feb-31,1-Sep-16,7-Feb-31,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mastermasai,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,,"Mo Banerjee, Pia Banerjee",,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Matir Manush,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,,Swapan Saha,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mayer Aasirbad,Bijay Films,SVF,8-Jan-13,Yes,Yes,,,"Cable TV,  DTH, Pay TV","SVOD, AVOD, FVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Alamgir, Debashree Roy",Alamgir,1993,U,Color,31-May-13,30-May-23,31-May-13,30-May-23,15-May-16,30-May-23,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,STAR,Star Library,18-Jun-18,31-Mar-23,World,Exclusive,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,18-Jun-18,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mayer Dibbi,Echo Entertainment,SVF,27-Nov-12,Yes,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Aviraj, Pamela",Anjan Ganguly,,,,27-Nov-12,31-Mar-27,27-Nov-12,31-Mar-27,1-Sep-16,31-Mar-27,,,,,Restricted to Satellite owned OTT,Main Agreement Not Found,,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mayer Dibbi (Repeat),Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,Exclusive,,"Aviraj, Pamela",Anjan Ganguly,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Man Maryada,Angel Digital (P) Limited,SVF,1-Jun-17,Yes,Yes,,Yes ( Mobile Telephone),"Cable TV, Pay Rights, DTH","AVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Kaushik Banerjee, Subhendu Chatterjee",Sukhen Das,1991,U,,1-Jan-18,31-Mar-30,1-Jan-18,31-Mar-30,1-Jan-18,31-Mar-30,,,,,Yes,3 months extension to be taken from Assignor for STAR,,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Non-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mistake,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,"Indrani Haldar, Bikram Chatterjee",SK,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Meghe Dhaka Tara (1960),Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,,,,,Non-Exclusive,,,,"Supriya Devi, Anil Chatterjee",Ritwik Ghatak,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mon Churi,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Koneenica Banerjee, Damini Basu",Premasish Dey,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mon Maney Na,Echo Entertainment,,,,,,,,,,,,,,,,,,,,,"Prosenjit Chatterjee, Tapas Paul",inder sen,,,,,,,,,,,,,,,No Agreement Found,To populate Data from Agreements,,,,,,,STAR,Star Library,7-Apr-18,31-Mar-23,World,Exclusive,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,7-Apr-18,31-Mar-23,World,Non-Exclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,, ,,,,,
Mon Maney Na (Repeat),Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Prosenjit Chatterjee, Tapas Paul",inder sen,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,, ,,,,,
Mon Chaye Tomay,Echo Entertainment,SVF,1-Jun-11,Yes,Yes,,,"Pay TV, DTH","AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Soumitra Chatterjee, Pamela",Probir Kar,,,,1-Jun-11,Perpetual,1-Jun-11,Perpetual,1-Sep-11,Perpetual,,,,,Restricted to Satellite owned OTT,"Internet restricted to SAT owned OTT, yet live on Hoichoi",Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,14-Dec-17,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Non-Exclusive,,,,,,,Yes,,14-Dec-17,31-Mar-23,World,Non-Exclusive,Yes,,1-Apr-20,TBD,World,,,,,,,,,,,,,,Viacom,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mrinaler Chithi,Maya Home Entertainment,SVF,15-Apr-13,Yes,Yes,,,"Pay TV, Free TV, Pay Per View, DTH","SVOD, AVOD, FVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Juin Sarkar, Sudip Chakraborty",Soumya Sarkar,,,,15-Apr-13,13-Apr-33,15-Apr-13,13-Apr-33,1-Sep-16,13-Apr-33,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mujrim,Echo Entertainment,SVF,1-Apr-12,Yes,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Rishi, Ria, Mihir",Dilip Panda,,,,1-Apr-12,31-Mar-27,1-Apr-12,31-Mar-27,1-Sep-16,31-Mar-27,,,,,Restricted to Satellite owned OTT,Main Agreement Not Found,,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mukherjee dar Bou,Windows,SVF,18-Oct-19,,Yes,,,,"SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,"Shared Exclusive with STAR for first 9 months, therefater Non-Exclusive",,,World,"Rituparna Sengupta, Badshah Moitra",Pramathesh Chandra Barua,8-Mar-19,U,Color,1-Nov-19,31-Oct-24,,,1-Nov-19,31-Oct-24,,,,,Hoichoi only,"Nature of Rights: Shared Exclusive with STAR for first 9 months, therefater Non-Exclusive",Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Mukti,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Kanan Devi, Jagdish Sethi",Pramathesh Chandra Barua,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Muktisnan,Echo Entertainment,SVF,1-Jun-11,Yes,Yes,,,"Pay TV, DTH","AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Sabitri Chatterjee, Kali Banerjee, Anil Chatterjee",Ajit Ganguly,,,,1-Jun-11,31-Mar-24,1-Jun-11,31-Mar-24,1-Sep-11,31-Mar-24,,,,,Restricted to Satellite owned OTT,,,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Muktisnan (Repeat),Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,Exclusive,,"Sabitri Chatterjee, Kali Banerjee, Anil Chatterjee",Ajit Ganguly,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Munna-Ek ajob Premer Kahini,Echo Entertainment,SVF,1-Apr-12,Yes,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Anubhav, Nayna Das, Mihir",N Padhi,,,,1-Apr-12,31-Mar-27,1-Apr-12,31-Mar-27,1-Sep-16,31-Mar-27,,,,,Restricted to Satellite owned OTT,Main Agreement Not Found,,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Moner Bandhan,Echo Entertainment,SVF,27-Nov-12,Yes,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Non-Exclusive,,Exclusive,World,"Mihir Das, Bijoy Mohanty",Sushanta Kumar Rout,,,,27-Nov-12,31-Mar-29,27-Nov-12,31-Mar-29,1-Sep-16,31-Mar-29,,,,,Yes,Main Agreement Not Found,,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,STAR,Star Library,24-Jun-18,31-Mar-23,World,Exclusive,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Non-Exclusive,,,,,,,Yes,,24-Jun-18,31-Mar-23,World,Non-Exclusive,,,,,,,,,,,,,,,,,,,Viacom,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Nagarik,Echo Entertainment,SVF,3-Nov-17,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Ajit Banerjee, Kali Banerjee",Ritwik Ghatak,,,,10-Sep-17,9-Sep-21,,,10-Sep-17,9-Sep-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Nagin Kanya,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Lily Chakravarty, Chiranjeet Chakraborty",Swapan Saha,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Nagordola,Echo Entertainment,SVF,31-Dec-18,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,,,,,,Non-Exclusive,,,,"Sangeet Bhoumik, Samata Das",Raj Mukherjee,,,,31-Dec-18,30-Dec-21,,,31-Dec-18,30-Dec-21,,,,,Hoichoi only,Rights Expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Nabangsha,Echo Entertainment,SVF,1-Jun-11,Yes,Yes,,,"Pay TV, DTH","AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Prosenjit Chatterjee, Ananda Mukherjee, Madhabi Chakraborty",Badal Banerjee,,,,1-Jun-11,Perpetual,1-Jun-11,Perpetual,1-Sep-11,Perpetual,,,,,Restricted to Satellite owned OTT,"Internet restricted to SAT owned OTT, yet live on Hoichoi",Agreement between SVF & Hoichoi Expired- Renewal Pending,VIACOM 18,Viacom Library,1-Apr-23,31-Mar-29,World,Exclusive,,,,,,,Open,,,,,,,,,,,,Yes,,1-Apr-23,31-Mar-29,World,Non-Exclusive,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,,,,,,,Viacom,,,,,,Yes,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Namte Namte,Echo Entertainment,SVF,15-Jul-20,,Yes,,,,"AVOD, FVOD, SVOD, TVOD, IPTV",,,,No,No,Yes (All),No,,Exclusive,,,World,"Saswata Chatterjee, Rajatava Dutta, Roopa Ganguly",Rana Basu,2013,UA,Color,8-Aug-20,7-Aug-25,,,8-Aug-20,7-Aug-25,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Nai Babhichar,Echo Entertainment,SVF,1-Jun-11,Yes,,,,"Pay TV, DTH",,,,,No,No,Yes (All),No,Exclusive,,,,World,"Sumitra, Shubhendu Chatterjee",Birewsor Bose,,,,1-Jun-11,Perpetual,1-Jun-11,Perpetual,,,,,,,,,,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
Nayan Shyama,Maya Home Entertainment,SVF,15-Apr-13,Yes,Yes,,,"Pay TV, Free TV, Pay Per View, DTH","SVOD, AVOD, FVOD, TVOD, IPTV",,,,No,No,Yes (All),No,Exclusive,Exclusive,,,World,"Biplab Chatterjee, Ranjit Mallick, Sumitra Mukherjee",Nitish Mukherjee,,,,15-Apr-13,13-Apr-33,15-Apr-13,13-Apr-33,1-Sep-16,13-Apr-33,,,,,Yes,,Agreement between SVF & Hoichoi Expired- Renewal Pending,Open,,,,,,,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1-Apr-20,TBD,World,,,,,,,,Open,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,
